	10CA_S168pdamsymd.sam.counts	10CL_S148pdamsymd.sam.counts	10NA_S169pdamsymd.sam.counts	10NL_S149pdamsymd.sam.counts	1CA_S150pdamsymd.sam.counts	1NA_S151pdamsymd.sam.counts	1NL_S136pdamsymd.sam.counts	2CA_S152pdamsymd.sam.counts	2NA_S153pdamsymd.sam.counts	3CA_S154pdamsymd.sam.counts	3CL_S137pdamsymd.sam.counts	3NA_S155pdamsymd.sam.counts	3NL_S138pdamsymd.sam.counts	4CA_S156pdamsymd.sam.counts	4CL_S139pdamsymd.sam.counts	4NA_S157pdamsymd.sam.counts	5CA_S158pdamsymd.sam.counts	5CL_S140pdamsymd.sam.counts	5NA_S159pdamsymd.sam.counts	6CA_S160pdamsymd.sam.counts	6CL_S141pdamsymd.sam.counts	6NA_S161pdamsymd.sam.counts	6NL_S142pdamsymd.sam.counts	7CA_S162pdamsymd.sam.counts	7CL_S143pdamsymd.sam.counts	7NA_S163pdamsymd.sam.counts	8CA_S164pdamsymd.sam.counts	8CL_S144pdamsymd.sam.counts	8NA_S165pdamsymd.sam.counts	8NL_S145pdamsymd.sam.counts	9CA_S166pdamsymd.sam.counts	9CL_S146pdamsymd.sam.counts	9NA_S167pdamsymd.sam.counts	9NL_S147pdamsymd.sam.counts	
isogroup00014387	0	3	0	2	0	0	1	0	0	0	1	1	1	1	0	0	0	1	0	1	1	0	0	1	0	2	0	4	1	1	0	0	0	1	
isogroup00014388	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	
isogroup00014389	1	8	0	7	1	1	4	1	0	0	5	1	2	0	2	1	2	4	1	2	0	0	8	0	2	1	0	0	0	2	0	2	1	2	
isogroup00014390	4	10	14	16	14	1	6	2	10	9	28	7	16	36	22	5	1	7	17	4	27	22	7	26	31	9	19	17	8	13	31	8	15	17	
isogroup00014392	1	0	0	1	0	1	1	2	1	0	0	0	1	1	0	1	1	2	0	3	1	0	2	0	1	2	1	0	1	2	1	0	2	0	
isogroup00014393	49	20	27	17	27	28	9	55	33	34	9	18	20	18	16	24	27	15	28	31	16	23	16	18	10	32	30	13	20	13	35	8	41	9	
isogroup00014394	7	9	8	7	7	2	5	3	2	0	10	7	6	5	4	8	5	5	8	4	5	5	13	2	2	3	3	4	5	5	12	2	4	8	
isogroup00014395	71	3	90	3	68	57	3	38	14	46	2	41	1	43	1	31	84	1	58	61	3	49	3	52	2	83	82	8	43	5	58	0	49	2	
isogroup00014396	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	1	0	
isogroup00014397	4	19	6	35	7	9	33	8	4	6	28	3	21	3	28	5	8	32	5	6	31	4	23	1	23	5	7	25	6	13	4	17	3	14	
isogroup00014398	7	14	8	18	8	3	9	10	5	4	8	5	19	8	18	14	7	25	8	8	18	15	17	6	16	18	9	16	17	11	4	6	8	11	
isogroup00014399	8	28	12	28	13	10	12	7	17	5	13	5	22	13	39	6	9	20	9	9	37	6	18	6	11	19	10	42	13	26	16	23	11	21	
isogroup00014400	139	150	116	177	102	88	94	197	159	104	145	103	122	139	168	106	99	191	90	106	195	90	144	73	103	308	129	214	190	183	88	100	112	105	
isogroup00014401	11	8	13	6	11	19	6	8	2	19	7	10	8	13	10	10	14	9	12	9	12	8	12	7	9	9	11	4	8	9	11	7	14	7	
isogroup00014402	96	82	89	82	96	61	56	86	31	77	54	73	89	53	88	78	75	104	68	88	108	85	82	72	72	104	94	87	89	67	64	75	89	83	
isogroup00014403	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	
isogroup00014404	0	1	0	4	1	2	5	13	12	2	1	1	4	1	2	15	0	5	2	0	1	1	1	9	2	9	6	4	9	3	4	0	0	3	
isogroup00014405	1	1	0	0	1	3	1	7	2	0	3	1	0	0	0	0	2	0	0	2	0	0	1	0	0	1	1	1	1	0	0	0	0	1	
isogroup00014406	4	0	3	1	0	4	0	3	3	0	1	5	0	1	0	2	4	0	4	1	0	1	0	4	0	3	3	0	4	0	2	0	1	0	
isogroup00014407	29	14	16	15	50	33	23	37	51	20	6	19	15	21	8	37	27	25	17	36	18	25	5	19	11	27	51	19	44	17	22	19	34	4	
isogroup00014408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
isogroup00014410	0	0	0	1	1	1	0	0	1	0	1	0	1	0	2	0	0	0	0	0	1	0	2	0	0	1	0	3	0	0	0	1	0	0	
isogroup00014411	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
isogroup00014412	0	1	0	1	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	3	0	0	0	0	0	1	1	1	1	2	0	0	0	
isogroup00014413	8	4	0	14	0	11	4	20	5	27	5	1	13	5	2	0	4	13	2	8	5	0	9	2	9	29	3	13	5	5	2	10	3	6	
isogroup00014414	132	93	123	113	98	145	80	129	103	82	74	77	107	96	104	105	96	96	101	115	135	106	115	69	74	141	171	81	104	82	99	87	114	97	
isogroup00014415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	
isogroup00014417	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
isogroup00014418	22	13	17	31	18	10	6	20	8	20	14	18	24	20	8	21	24	20	10	7	19	3	17	11	9	34	17	14	8	15	18	18	7	7	
isogroup00014419	10	14	11	19	14	12	6	22	8	11	9	3	8	12	15	9	11	13	2	14	18	8	12	19	37	31	17	33	11	21	9	12	9	9	
isogroup00014420	0	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	
isogroup00014421	8	11	13	8	18	12	3	8	1	7	6	8	10	5	8	11	15	13	8	11	8	6	16	7	9	20	15	11	10	6	16	11	19	8	
isogroup00014422	3	1	1	1	4	1	0	0	0	2	0	2	2	2	2	1	4	2	0	2	1	2	1	1	1	0	2	1	0	1	0	1	0	1	
isogroup00014423	17	71	40	73	35	43	61	54	12	29	60	22	82	40	53	41	31	64	35	48	73	29	71	31	57	55	40	46	32	62	34	64	48	81	
isogroup00014424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	
isogroup00014425	0	0	2	1	1	1	2	3	1	2	0	1	0	1	0	5	1	0	2	4	0	2	0	3	0	3	0	0	2	2	2	1	3	0	
isogroup00014426	0	0	0	0	1	0	0	1	0	2	2	0	1	0	2	1	0	1	1	2	0	0	3	0	0	1	1	1	2	0	2	0	3	1	
isogroup00014427	5	6	14	6	6	4	7	14	8	7	3	6	6	8	3	2	10	6	8	12	7	6	4	4	7	12	8	8	10	4	10	2	2	4	
isogroup00014428	114	103	163	159	135	151	103	256	227	175	118	134	151	130	138	119	112	135	119	171	133	157	127	128	93	183	159	114	118	107	125	105	133	96	
isogroup00014429	39	11	24	10	23	21	6	18	7	14	11	20	18	30	13	27	25	15	29	24	16	22	15	24	7	24	27	14	27	12	27	11	22	10	
isogroup00014430	1	0	2	1	1	0	1	1	0	0	0	0	1	2	0	2	0	2	1	4	1	0	3	0	0	2	2	2	0	0	0	1	1	0	
isogroup00014431	8	10	7	15	9	4	7	18	3	3	27	1	14	13	16	11	3	18	8	18	10	8	15	10	4	11	11	10	8	6	9	5	15	10	
isogroup00014432	2	6	1	8	3	5	3	0	1	1	6	4	6	2	8	1	3	11	1	1	3	1	2	1	2	1	2	4	0	7	1	4	2	6	
isogroup00014433	1	7	3	8	4	2	7	0	1	0	14	0	3	8	5	0	5	4	2	3	4	2	10	0	9	1	2	9	1	5	5	4	1	6	
isogroup00014434	92	45	95	78	96	108	35	124	111	76	47	88	34	90	56	88	80	69	78	109	35	96	56	45	65	96	109	28	94	38	111	44	99	30	
isogroup00014435	113	59	74	73	88	92	63	138	86	79	49	65	68	72	57	74	89	69	70	105	61	61	71	54	50	117	94	80	79	76	56	61	92	41	
isogroup00014436	23	34	21	38	30	9	26	29	28	12	27	20	37	21	29	25	25	34	20	16	46	35	26	11	21	22	33	36	22	48	18	25	28	26	
isogroup00014437	110	153	119	177	134	168	92	190	129	171	97	147	161	134	140	107	145	158	100	155	130	111	146	132	118	172	141	127	110	97	118	116	136	102	
isogroup00014438	0	0	0	0	0	0	1	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	1	
isogroup00014439	13	14	16	28	22	11	11	19	6	6	14	7	22	11	19	17	20	19	10	8	29	12	13	12	10	16	13	19	11	15	9	9	23	6	
isogroup00014440	26	28	27	27	19	18	20	32	15	21	21	22	29	20	30	16	18	40	18	21	32	9	22	13	32	27	23	23	19	14	21	26	34	21	
isogroup00014441	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup00014442	0	0	0	2	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	3	0	0	3	1	1	0	0	0	0	
isogroup00014443	3	10	4	9	2	2	7	7	7	4	11	3	13	3	5	4	4	9	5	5	12	1	11	1	8	6	4	14	3	10	3	7	7	11	
isogroup00014444	6	2	6	2	6	6	0	5	1	0	2	4	4	13	5	4	3	3	2	9	2	2	4	4	2	8	5	7	3	1	6	4	6	5	
isogroup00014445	2	2	9	3	2	0	0	1	2	2	2	2	1	5	1	3	2	3	1	2	1	3	0	1	2	3	1	1	3	1	1	0	2	1	
isogroup00014446	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup00014447	23	45	14	24	8	17	15	13	2	13	28	15	26	20	17	20	13	18	13	21	17	7	21	11	18	21	12	19	9	13	13	17	18	45	
isogroup00014448	148	377	135	256	157	124	181	202	54	143	260	137	254	106	201	148	163	215	89	106	250	145	240	91	187	153	135	152	108	170	92	178	169	338	
isogroup00014449	82	61	93	77	90	67	63	88	43	63	60	54	68	72	83	114	84	59	70	73	81	89	73	61	69	117	99	73	73	82	78	55	100	55	
isogroup00014450	11	5	12	4	9	13	1	4	6	5	6	7	11	12	5	8	7	7	2	10	6	6	6	7	7	11	5	7	4	9	2	6	5	6	
isogroup00014451	6	0	1	0	1	14	0	6	8	2	0	3	0	2	0	2	2	1	4	2	0	2	0	7	0	14	16	0	8	1	5	0	7	1	
isogroup00014452	14	2	9	0	14	23	0	3	7	11	2	10	1	10	0	17	15	0	14	10	0	9	2	17	0	39	15	1	21	0	9	0	9	0	
isogroup00014454	6	32	16	35	16	7	24	16	9	12	31	11	36	16	29	20	10	25	12	17	30	15	36	13	17	23	25	34	15	28	12	22	22	19	
isogroup00014455	75	92	101	106	78	104	83	164	83	95	85	72	111	72	81	69	74	120	58	87	109	86	117	57	96	96	87	108	54	116	73	99	101	84	
isogroup00014456	4	20	1	21	8	3	10	3	1	3	8	3	16	3	17	5	4	19	2	3	13	3	12	1	14	2	2	22	7	9	5	13	3	20	
isogroup00014458	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	
isogroup00014459	6	10	3	4	6	3	4	1	4	2	5	3	3	2	2	10	5	9	3	3	6	2	8	3	4	5	3	5	3	2	4	4	2	2	
isogroup00014460	1	17	11	15	12	7	15	5	3	2	17	3	13	6	14	16	5	14	4	4	8	10	9	8	13	7	6	23	13	17	11	9	5	8	
isogroup00014461	3	1	7	1	3	3	3	1	2	3	4	5	0	2	1	4	1	1	3	5	1	3	2	3	1	9	2	2	1	2	4	3	3	2	
isogroup00014462	33	27	30	24	33	41	32	33	17	31	25	27	25	27	13	24	30	39	24	37	36	32	37	17	22	45	33	31	22	14	32	16	31	25	
isogroup00014463	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	1	0	2	1	1	0	3	0	0	
isogroup00014464	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	1	0	0	1	0	0	0	0	0	
isogroup00014465	2	0	2	0	5	10	0	5	8	7	0	4	1	1	0	7	5	1	7	5	0	3	0	5	3	12	9	4	6	2	6	0	5	1	
isogroup00014466	1	1	2	1	12	2	0	4	6	4	4	2	1	3	4	12	4	2	1	1	0	1	1	3	6	6	5	2	3	2	2	2	0	1	
isogroup00014467	4	0	1	1	7	3	0	5	7	1	0	3	0	2	1	4	0	0	2	1	0	1	1	4	1	4	5	1	4	2	1	0	0	1	
isogroup00014468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
isogroup00014469	7	12	2	3	1	4	3	5	2	5	5	4	10	5	9	4	4	12	5	5	6	5	9	4	10	6	3	9	3	6	6	4	3	8	
isogroup00014470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
isogroup00014471	16	5	13	9	13	19	5	23	17	14	5	8	6	11	12	9	9	13	4	19	4	10	11	3	16	21	11	4	11	3	6	6	9	12	
isogroup00014472	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	
isogroup00014473	0	36	0	38	0	1	25	0	0	0	31	1	38	0	22	0	0	34	0	0	36	0	33	0	18	0	0	31	0	14	0	29	0	35	
isogroup00014474	123	93	132	105	117	104	86	104	77	84	83	94	118	124	82	112	116	101	109	131	93	94	112	76	105	159	119	111	96	101	118	66	137	64	
isogroup00014475	0	1	0	1	2	1	0	0	0	0	1	0	2	1	2	0	0	3	0	0	0	0	1	0	0	0	0	1	1	1	1	1	0	0	
isogroup00014476	7	24	2	11	3	4	18	4	3	7	11	8	21	10	17	4	4	16	6	5	12	6	20	10	20	10	6	8	8	14	4	19	6	9	
isogroup00014477	68	69	57	86	50	38	44	42	37	55	58	48	75	52	59	46	49	96	50	48	65	48	94	33	92	55	66	57	44	43	44	69	56	82	
isogroup00014478	26	27	10	18	18	15	9	23	9	17	26	7	18	19	20	8	18	37	14	14	28	19	12	13	26	18	14	17	9	16	17	9	25	12	
isogroup00014479	0	1	0	1	1	0	1	0	0	0	1	0	3	0	0	1	0	0	1	0	2	0	0	0	0	1	0	3	1	1	1	1	0	0	
isogroup00014480	7	3	5	5	1	9	4	7	4	9	7	4	11	6	3	8	3	10	9	5	7	3	5	8	9	7	11	5	8	10	12	6	9	3	
isogroup00014481	158	103	152	128	163	193	101	126	99	129	114	126	145	153	119	145	136	134	144	151	146	152	128	96	126	165	160	110	136	118	150	93	180	102	
isogroup00014482	9	15	17	16	28	5	13	3	6	6	9	15	13	15	15	9	5	20	14	12	7	14	16	3	11	7	10	13	11	12	15	7	20	8	
isogroup00014484	5	7	1	6	2	2	3	2	2	1	1	1	2	1	4	8	3	10	8	3	5	2	2	2	6	1	5	4	8	0	3	4	5	0	
isogroup00014485	0	0	0	0	1	1	1	0	0	0	0	1	0	2	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup00014486	28	23	19	35	34	38	23	29	12	18	25	24	20	22	28	21	20	17	22	17	21	13	27	22	18	37	26	26	29	18	16	18	22	17	
isogroup00014487	15	30	19	23	21	16	13	16	11	31	9	31	25	25	27	15	26	14	21	26	23	20	12	14	13	18	17	20	12	13	20	21	31	16	
isogroup00014488	1	0	1	3	3	3	0	1	2	2	0	2	4	0	2	2	3	1	2	1	0	2	1	1	3	1	0	2	0	0	3	3	1	3	
isogroup00014489	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
isogroup00014490	71	56	60	56	67	75	26	114	87	58	27	50	51	59	39	79	46	47	67	64	66	50	46	18	30	66	107	67	82	54	80	46	82	33	
isogroup00014491	199	583	140	262	155	165	331	421	170	218	350	211	310	117	190	143	217	207	127	168	262	172	306	118	221	214	194	159	103	187	104	252	159	555	
isogroup00014492	11	40	19	42	15	15	16	7	5	9	24	9	44	14	38	6	7	46	15	18	31	8	16	12	37	12	17	36	21	23	15	29	15	32	
isogroup00014493	4	10	5	7	2	7	7	4	0	3	7	5	8	4	10	5	4	6	2	3	12	3	9	4	9	4	5	17	6	9	2	4	5	11	
isogroup00014494	1	3	0	1	1	0	1	2	0	0	0	0	2	1	0	0	0	0	0	1	3	0	0	1	0	1	1	0	0	1	0	1	0	0	
isogroup00014495	60	15	45	26	62	29	10	33	21	49	16	40	20	61	18	38	62	24	34	50	14	40	13	46	22	73	51	27	28	20	42	16	45	23	
isogroup00014496	9	0	8	1	5	11	2	3	6	2	1	3	2	6	2	8	14	1	7	8	0	10	2	10	2	8	14	2	4	1	4	6	2	3	
isogroup00014497	28	1	5	1	9	16	2	9	1	1	0	6	1	4	3	12	8	5	9	9	0	10	0	6	8	6	6	2	3	5	9	0	9	0	
isogroup00014498	14	9	17	8	13	13	4	12	5	12	2	7	2	13	9	20	6	10	13	10	7	11	6	10	8	10	9	5	10	11	12	4	12	6	
isogroup00014499	89	78	80	71	94	100	39	141	66	77	52	76	78	85	65	92	87	66	77	107	76	66	69	55	64	109	79	73	87	45	96	48	89	60	
isogroup00014500	1	7	13	17	12	3	11	7	1	7	18	7	18	15	16	14	4	8	9	10	16	13	12	4	9	5	10	8	6	11	13	9	12	8	
isogroup00014501	59	77	54	72	69	49	46	57	35	39	48	37	63	52	63	57	49	59	47	72	62	60	80	45	49	54	61	47	55	61	51	42	56	47	
isogroup00014502	0	0	0	4	0	0	1	0	0	0	3	0	0	0	0	0	0	3	0	0	1	2	0	0	0	1	0	1	1	0	1	2	0	0	
isogroup00014503	83	23	118	46	85	49	23	77	63	172	29	59	42	106	32	88	114	38	41	113	49	41	26	65	20	137	119	37	66	25	102	25	68	33	
isogroup00014504	12	5	5	5	3	8	4	7	4	5	8	7	8	6	5	4	5	11	4	13	3	5	6	2	8	5	5	5	2	9	12	2	11	4	
isogroup00014505	2	37	0	34	1	1	27	0	1	3	29	1	41	2	36	1	2	40	2	1	49	1	32	1	47	0	1	21	1	17	2	25	0	45	
isogroup00014506	47	17	48	23	58	43	10	22	9	57	13	74	33	61	18	20	70	21	71	53	19	34	21	7	20	38	36	17	40	15	45	17	53	9	
isogroup00014507	10	6	15	7	17	26	5	13	16	30	4	28	1	12	5	10	24	5	40	16	4	41	8	13	6	12	19	5	21	5	16	1	36	3	
isogroup00014508	13	15	21	42	15	13	24	9	4	15	14	11	38	21	27	7	12	32	14	22	32	11	24	11	37	22	18	22	16	24	11	15	18	13	
isogroup00014509	4	12	9	12	14	22	8	9	2	10	6	5	7	11	8	9	5	10	7	12	15	11	11	10	7	15	9	5	10	1	19	6	11	6	
isogroup00014510	12	8	19	6	2	8	7	5	4	12	7	13	12	6	10	12	8	10	10	18	15	11	8	4	16	7	8	11	9	13	11	9	18	14	
isogroup00014511	46	156	20	164	35	32	113	31	16	14	116	11	197	20	167	23	36	186	22	31	174	13	155	18	189	31	29	166	27	201	20	90	41	131	
isogroup00014512	0	2	0	0	4	6	0	1	1	5	6	3	0	1	1	4	2	1	4	1	2	1	2	0	0	4	0	2	1	0	2	1	0	3	
isogroup00014513	24	8	41	8	21	24	4	24	23	25	3	24	4	26	7	16	24	8	13	27	5	16	5	14	6	30	19	6	15	3	21	8	23	5	
isogroup00014514	1	1	2	2	0	1	0	0	0	0	1	0	1	0	1	3	0	2	0	1	0	1	1	1	0	0	1	1	0	1	1	0	2	0	
isogroup00014516	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	2	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	1	
isogroup00014517	1	2	2	2	2	4	3	5	1	2	2	2	1	3	1	1	3	0	2	3	3	2	3	0	2	1	1	1	5	3	2	0	4	3	
isogroup00014518	47	28	79	40	56	62	23	56	45	76	27	78	43	72	36	67	81	51	77	45	42	107	39	62	39	61	99	46	92	33	91	15	98	34	
isogroup00014519	1	59	3	75	22	11	5	0	0	1	33	1	71	3	58	1	1	72	1	2	75	3	57	1	8	6	2	2	2	1	6	66	2	43	
isogroup00014520	2	16	1	2	6	4	6	1	1	2	13	2	29	4	2	7	2	13	3	2	3	0	14	2	5	4	7	9	4	12	6	9	5	9	
isogroup00014522	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup00014523	0	0	0	0	0	2	0	0	0	0	0	2	0	2	0	0	1	1	1	2	0	0	0	0	0	2	2	0	0	2	0	0	1	0	
isogroup00014524	1	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	2	0	0	0	0	0	0	
isogroup00014525	22	8	14	5	15	22	8	3	5	4	13	8	11	21	4	8	6	16	14	17	6	12	9	10	10	15	15	9	11	12	18	3	16	5	
isogroup00014526	37	28	26	40	20	24	37	53	41	20	27	29	50	20	33	22	34	37	21	30	42	25	40	9	21	33	27	23	14	25	14	32	23	33	
isogroup00014527	87	162	82	168	100	68	114	112	60	88	140	69	153	61	118	102	94	151	54	64	162	60	152	44	149	98	94	157	91	154	73	127	83	165	
isogroup00014528	28	59	48	63	34	30	38	34	19	28	59	22	64	28	69	46	28	50	27	38	78	29	59	22	60	38	41	60	42	57	25	36	44	35	
isogroup00014529	23	57	30	36	37	22	38	43	24	20	40	22	39	19	40	26	13	54	22	22	35	16	38	19	49	36	34	45	23	48	15	29	35	35	
isogroup00014530	46	27	98	27	98	62	31	128	38	58	17	33	20	52	22	67	56	38	39	74	31	42	28	37	54	124	112	41	48	27	51	23	60	21	
isogroup00014531	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup00014532	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
isogroup00014533	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
isogroup00014534	63	100	105	93	73	74	56	61	40	80	85	75	90	93	78	71	77	99	85	102	85	102	88	51	68	79	99	86	78	50	109	71	119	65	
isogroup00014535	2	3	4	0	4	5	2	6	3	7	1	1	3	4	2	7	1	0	6	4	0	4	1	2	2	0	5	1	1	1	2	0	3	0	
isogroup00014536	1	3	3	1	7	2	2	0	1	2	1	3	1	0	1	2	3	2	4	2	0	2	0	0	0	2	3	6	4	3	3	1	5	2	
isogroup00014537	30	31	48	26	35	22	24	22	12	27	22	29	39	32	31	24	31	36	19	35	29	34	36	24	28	24	28	44	29	33	41	29	36	20	
isogroup00014538	31	48	30	21	21	24	40	61	15	45	29	39	34	29	13	22	47	11	44	30	25	30	20	13	38	31	22	24	12	19	18	28	50	35	
isogroup00014539	6	2	1	7	6	2	3	8	2	1	3	1	6	3	1	0	3	5	4	5	3	1	2	3	1	3	6	3	2	6	2	1	2	2	
isogroup00014540	2	0	2	0	3	16	0	0	3	2	0	1	2	0	0	0	1	2	3	0	2	1	1	1	0	1	2	2	4	0	0	0	0	0	
isogroup00014541	5	0	4	2	10	43	1	14	24	4	1	4	0	6	0	2	8	2	6	12	1	4	2	6	0	13	8	1	9	1	2	0	4	0	
isogroup00014542	4	1	19	3	13	12	4	10	22	9	3	6	1	2	1	10	11	2	6	11	1	8	7	5	3	22	21	6	16	2	9	6	13	5	
isogroup00014543	2	2	2	1	3	3	3	8	0	4	1	1	0	1	1	4	3	3	3	2	3	2	1	1	0	4	6	0	3	1	5	0	2	1	
isogroup00014544	2	0	1	0	2	3	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	0	3	0	3	0	0	2	1	1	0	2	0	
isogroup00014545	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	
isogroup00014546	2	5	4	7	6	2	9	4	1	4	2	1	4	4	1	3	0	5	3	3	2	1	3	3	6	4	8	2	6	2	5	4	2	1	
isogroup00014547	6	5	2	6	3	6	5	7	2	5	6	5	10	5	8	3	2	9	4	3	6	2	5	4	8	4	4	9	2	4	9	9	1	10	
isogroup00014548	0	0	0	2	2	0	2	0	1	0	0	0	3	0	3	1	0	3	0	0	1	0	1	0	3	0	1	3	0	2	1	1	0	0	
isogroup00014549	46	36	58	34	49	63	20	69	33	44	28	39	44	45	38	33	51	45	44	54	39	55	32	23	26	47	41	38	34	23	49	31	49	39	
isogroup00014550	32	86	23	93	30	23	69	20	14	16	58	19	109	18	88	31	33	94	25	28	74	11	85	18	67	46	31	96	23	81	14	60	24	57	
isogroup00014552	0	0	0	0	1	0	1	0	0	1	0	4	1	0	1	1	0	1	1	2	0	3	1	0	0	0	0	0	8	0	0	0	4	0	
isogroup00014553	26	22	34	30	44	36	25	34	65	24	32	24	37	36	25	32	20	31	34	56	22	60	27	20	25	44	44	29	161	21	31	22	57	22	
isogroup00014554	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	1	3	0	2	0	0	0	0	0	1	
isogroup00014555	133	76	199	107	169	153	72	159	76	116	77	148	122	143	78	155	142	91	123	150	81	138	96	95	67	176	218	69	170	58	113	95	168	49	
isogroup00014556	10	5	14	2	10	27	3	15	21	14	2	20	5	7	4	14	13	3	19	9	2	14	3	15	2	16	17	3	15	3	10	3	29	2	
isogroup00014557	1	2	3	2	1	3	0	5	1	2	1	3	3	4	0	0	3	3	2	7	1	4	3	0	1	2	4	1	4	1	1	3	4	0	
isogroup00014558	2	0	2	0	0	1	1	1	0	1	1	0	0	0	0	1	0	1	0	1	0	0	2	0	0	0	0	1	2	0	0	1	0	1	
isogroup00014559	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
isogroup00014560	69	59	64	65	52	68	64	58	27	60	63	44	62	62	78	53	50	87	42	53	75	38	78	27	71	61	60	80	44	66	46	49	69	37	
isogroup00014561	0	0	0	2	2	0	0	1	0	0	1	1	1	0	1	1	2	3	1	0	0	2	1	0	2	1	0	3	0	1	1	0	0	1	
isogroup00014562	0	4	0	1	1	1	1	1	0	0	3	1	1	0	2	1	1	2	0	1	0	1	1	0	4	2	1	1	0	1	2	3	1	3	
isogroup00014563	7	12	7	10	7	9	11	6	1	12	1	3	17	10	14	3	14	20	7	7	15	6	16	7	9	10	11	13	7	11	6	13	8	17	
isogroup00014564	26	17	25	24	12	23	8	36	14	23	16	20	22	25	22	12	26	17	13	37	16	19	19	18	16	37	25	17	16	12	25	11	26	14	
isogroup00014565	60	7	52	20	44	71	16	80	41	68	11	37	27	53	18	31	60	14	27	54	14	22	17	36	11	87	39	20	27	21	27	22	59	5	
isogroup00014566	7	25	10	16	7	2	18	14	7	4	9	6	21	9	22	8	5	21	11	5	19	2	18	5	24	8	9	20	14	20	12	13	6	12	
isogroup00014567	80	67	69	57	43	82	22	89	42	50	45	39	62	35	49	34	51	69	59	70	55	32	65	27	51	64	50	106	41	72	34	55	53	33	
isogroup00014568	65	43	60	54	63	50	34	60	24	44	38	44	60	50	30	59	61	48	40	52	50	57	63	42	39	81	74	38	41	26	60	42	57	30	
